Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 16 febbraio 2026;Differenza;Nota;Codice gruppo equivalenza
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;48462055;AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA GENERICS;"""400 MG/57 MG/5 ML POLVERE PER SOSPENSIORE ORALE"" 1 FLACONE DA 70 ML CON BICCHIERE DOSATORE DA 5 ML";ZENTIVA ITALIA S.R.L.;6,42 €;6,42 €;0,00 €;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26089476;AUGMENTIN;BAMBINI 400 MG/57 MG/5 ML POLVERE PER SOSPENSIONE ORALE (AROMA FRUTTI MISTI) 1 FLACONE DA 70 ML CON SIRINGA PER SOMMINISTRAZIONE ORALE;GLAXOSMITHKLINE S.P.A.;6,42 €;7,57 €;1,15 €;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26138216;CLAVULIN;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 70 ML DI SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";GLAXOSMITHKLINE S.P.A.;6,42 €;7,07 €;0,65 €;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;45442011;HOMERDELIK;"""400 MG/57 MG/5 ML POLVERE PER SOSPENSIONE ORALE GUSTO FRAGOLA"" 1 FLACONE IN VETRO DA 70 ML";SO.SE.PHARM S.R.L.;6,42 €;6,42 €;0,00 €;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26141212;NEODUPLAMOX;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 70 ML DI SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";NEOPHARMED GENTILI S.P.A.;6,42 €;7,07 €;0,65 €;;CJC
Anagrelide;100 UNITA' 0,5 MG - USO ORALE;L01XX35;45524016;ANAGRELIDE ACCORD;"""0,5 MG CAPSULE RIGIDE"" 100 CAPSULE IN FLACONE HDPE";ACCORD HEALTHCARE SLU;341,34 €;341,34 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRH
Anagrelide;100 UNITA' 0,5 MG - USO ORALE;L01XX35;45581016;ANAGRELIDE AUROBINDO;"""0,5 MG CAPSULE RIGIDE"" 100 CAPSULE IN FLACONE HDPE";AUROBINDO PHARMA ITALIA S.R.L.;341,34 €;341,34 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRH
Anagrelide;100 UNITA' 0,5 MG - USO ORALE;L01XX35;45355017;ANAGRELIDE SANDOZ;"""0,5 MG CAPSULE RIGIDE"" 100 CAPSULE IN FLACONE HDPE";SANDOZ S.P.A.;341,34 €;341,34 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRH
Anagrelide;100 UNITA' 0,5 MG - USO ORALE;L01XX35;45705023;ANAGRELIDE TEVA;"""0,5 MG CAPSULE RIGIDE"" 100 CAPSULE IN FLACONE HDPE";TEVA B.V.;341,34 €;341,34 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRH
Anagrelide;100 UNITA' 0,5 MG - USO ORALE;L01XX35;46101010;ANAGRELIDE VIATRIS;"""0,5 MG CAPSULA RIGIDA"" USO ORALE FLACONE (HDPE) 100 CAPSULE";VIATRIS LIMITED;341,34 €;341,34 €;0,00 €;In distribuzione diretta da parte delle Regioni;BRH
Anagrelide;100 UNITA' 0,5 MG - USO ORALE;L01XX35;36745014;XAGRID;"""0,5 MG CAPSULA RIGIDA USO ORALE"" FLACONE HDPE 100 CAPSULE";TAKEDA PHARMACEUTICALS INTERNATIONAL AG IRELAND BRANCH;341,34 €;620,62 €;279,28 €;In distribuzione diretta da parte delle Regioni;BRH
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39777014;ADIUNASTROL;"""1MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";WAVE PHARMA S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39548019;ANASTROZOLO ALTER;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";LABORATORI ALTER S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;49178027;ANASTROZOLO AUROBINDO ITALIA;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";EUGIA PHARMA (MALTA) LIMITED;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39793017;ANASTROZOLO DOC GENERICI;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39147020;ANASTROZOLO EG;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";EG S.P.A.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;37952049;ANASTROZOLO MYLAN GENERICS;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";MYLAN S.P.A.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;49569015;ANASTROZOLO PENSA;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC-PVDC/AL";TOWA PHARMACEUTICAL S.P.A.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;38924039;ANASTROZOLO SANDOZ;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";SANDOZ S.P.A.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;40195012;ANASTROZOLO SUN;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";SUN PHARMA FRANCE;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;38101034;ANASTROZOLO TEVA;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA ITALIA S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;37953041;ANASTROZOLO ZENTIVA;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;40008043;ANTABREST;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";ACCORD HEALTHCARE SLU;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;51490011;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ABACUS MEDICINE A/S COPENHAGEN;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;52065012;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";FARMED S.R.L.;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;49435023;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";GMM FARMA S.R.L.;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;50394016;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";FARMA 1000 S.R.L.;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;51417018;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";NEW PHARMASHOP S.R.L.;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39924028;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";BB FARMA S.R.L.;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;49435011;ARIMIDEX;"""ARIMIDEX 1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GMM FARMA S.R.L.;35,80 €;43,50 €;7,70 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;31809015;ARIMIDEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATOIRES JUVISE' PHARMACEUTICALS;35,80 €;46,78 €;10,98 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39547017;ERISTROL;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";JUST PHARMA S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39094014;EXTROPLEX;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";SOPHOS BIOTECH S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39897018;GRISET;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GENETIC S.P.A.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39896016;RAOLOZ;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";IST.GENTILI S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;40073013;RENAZOLE;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";S.F. GROUP S.R.L.;35,80 €;35,80 €;0,00 €;;F7A
Apremilast;4 UNITA’ 10 MG + 4 UNITA’ 20 MG + 19 UNITA’ 30 MG - USO ORALE;L04AA32;51718068;APREMILAST EG;"""10 MG + 20 MG + 30 MG COMPRESSE RIVESTITE CON FILM"" 27x1 COMPRESSE (4x1 COMPRESSE DA 10 MG, 4x1 COMPRESSE DA 20 MG, 19x1 COMPRESSE DA 30 MG) IN BLISTER DIVISIBILE PER DOSE UNITARIA PVC/AL CONFEZIONE INIZIO TRATTAMENTO";EG S.P.A.;301,63 €;301,63 €;0,00 €;In distribuzione diretta da parte delle Regioni;JEG
Apremilast;4 UNITA’ 10 MG + 4 UNITA’ 20 MG + 19 UNITA’ 30 MG - USO ORALE;L04AA32;50961010;APREMILAST G.L.;"""10 MG + 20 MG + 30 MG COMPRESSE RIVESTITE CON FILM"" 27 COMPRESSE IN BLISTER PVC/AL (4 X 10 MG, 4 X 20 MG, 19 X 30 MG)";G.L. PHARMA GmbH;301,63 €;301,63 €;0,00 €;In distribuzione diretta da parte delle Regioni;JEG
Apremilast;4 UNITA’ 10 MG + 4 UNITA’ 20 MG + 19 UNITA’ 30 MG - USO ORALE;L04AA32;50673019;APREMILAST TEVA;"""10 MG + 20 MG + 30 MG COMPRESSE RIVESTITE CON FILM"" 27 COMPRESSE (4 COMPRESSE DA 10 MG + 4 COMPRESSE DA 20 MG + 19 COMPRESSE DA 30 MG) IN BLISTER PVC/PCTFE/PVC/AL/PET/CARTA";TEVA ITALIA S.R.L.;301,63 €;301,63 €;0,00 €;In distribuzione diretta da parte delle Regioni;JEG
Apremilast;4 UNITA’ 10 MG + 4 UNITA’ 20 MG + 19 UNITA’ 30 MG - USO ORALE;L04AA32;43867011;OTEZLA;"""10 MG + 20 MG + 30 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (PVC/ALU) IN UN ASTUCCIO"" 4 COMPRESSE DA 10 MG + 4 COMPRESSE DA 20 MG + 19 COMPRESSE DA 30 MG";AMGEN EUROPE B.V.;301,63 €;603,24 €;301,61 €;In distribuzione diretta da parte delle Regioni;JEG
Apremilast;56 UNITA' 30 MG - USO ORALE;L04AA32;51718031;APREMILAST EG;"""30 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/AL";EG S.P.A.;625,58 €;625,58 €;0,00 €;In distribuzione diretta da parte delle Regioni;JEF
Apremilast;56 UNITA' 30 MG - USO ORALE;L04AA32;50961022;APREMILAST G.L.;"""30 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/AL";G.L. PHARMA GmbH;625,58 €;625,58 €;0,00 €;In distribuzione diretta da parte delle Regioni;JEF
Apremilast;56 UNITA' 30 MG - USO ORALE;L04AA32;50673033;APREMILAST TEVA;"""30 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/PCTFE/PVC/AL/PET/CARTA";TEVA ITALIA S.R.L.;625,58 €;625,58 €;0,00 €;In distribuzione diretta da parte delle Regioni;JEF
Apremilast;56 UNITA' 30 MG - USO ORALE;L04AA32;43867023;OTEZLA;"""30 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (PVC/ALU)"" 56 COMPRESSE";AMGEN EUROPE B.V.;625,58 €;1.251,17 €;625,59 €;In distribuzione diretta da parte delle Regioni;JEF
Aripiprazolo;150 ML 1 MG/ML - USO ORALE;N05AX12;36582183;ABILIFY;"""1 MG/ML SOLUZIONE ORALE USO ORALE FLACONE PET 150 ML"" 1 FLACONE + 1 BICCHIERE DOSATORE";OTSUKA PHARMACEUTICAL NETHERLANDS B.V.;24,50 €;125,12 €;100,62 €;In distribuzione diretta da parte delle Regioni;HSC
Aripiprazolo;150 ML 1 MG/ML - USO ORALE;N05AX12;46053029;ARIPIPRAZOLO AUROBINDO ITALIA;"""1 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN PET DA 150 ML CON CONTAGOCCE E BICCHIERE DOSATORE";AUROBINDO PHARMA ITALIA S.R.L.;24,50 €;24,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSC
Aripiprazolo;150 ML 1 MG/ML - USO ORALE;N05AX12;49300015;ARIPIPRAZOLO DOC;"""1 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN PET DA 150 ML CON BICCHIERE DOSATORE E PIPETTA DOSATRICE";DOC GENERICI S.R.L.;24,50 €;24,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSC
Aripiprazolo;150 ML 1 MG/ML - USO ORALE;N05AX12;44737017;ARIPIPRAZOLO MYLAN GENERICS;"""1 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML CON SIRINGA DOSATRICE E CUCCHIAIO DOSATORE";MYLAN S.P.A.;24,50 €;37,53 €;13,03 €;In distribuzione diretta da parte delle Regioni;HSC
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;44868026;ABERIPRA;"""10 MG COMPRESSA"" 28x1 COMPRESSE IN BLISTER OPA/AL/PVC/AL/PET";ECUPHARMA S.R.L.;19,50 €;24,90 €;5,40 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;36582029;ABILIFY;28 COMPRESSE DA 10 MG;OTSUKA PHARMACEUTICAL NETHERLANDS B.V.;19,50 €;42,74 €;23,24 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;36582094;ABILIFY;"""10 MG COMPRESSA ORODISPERSIBILE"" BLISTER PERFORATO A DOSE UNITARIA (ALL/ALL) 28x1";OTSUKA PHARMACEUTICAL NETHERLANDS B.V.;19,50 €;42,74 €;23,24 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;44543080;ARIPIPRAZOLO ACCORD;"""10 MG COMPRESSA USO ORALE BLISTER (ALU/ALU)"" 28X1 COMPRESSA (DOSE UNITARIA)";ACCORD HEALTHCARE SLU;19,50 €;37,74 €;18,24 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;51149045;ARIPIPRAZOLO ALTER;"""10 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PA/AL/PVC-AL";LABORATORI ALTER S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43653043;ARIPIPRAZOLO AUROBINDO;"""10 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;19,50 €;37,74 €;18,24 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43730023;ARIPIPRAZOLO DOC;"""10 MG COMPRESSE"" 28 COMPRESSE IN BLISTER MONODOSE OPA/AL/PVC/AL";DOC GENERICI S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43801063;ARIPIPRAZOLO EG;"""10 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC-AL";EG S.P.A.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43737129;ARIPIPRAZOLO KRKA;"""10 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";KRKA D.D.NOVO MESTO;19,50 €;66,73 €;47,23 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43733043;ARIPIPRAZOLO MYLAN ITALIA;"""10 MG COMPRESSE ORODISPERSIBILI"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";MYLAN S.P.A.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;44285056;ARIPIPRAZOLO MYLAN PHARMA;"""10 MG COMPRESSA USO ORALE BLISTER (PA/ALU/PVC/ALU)"" 28 COMPRESSE";MYLAN PHARMACEUTICALS LIMITED;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;44407183;ARIPIPRAZOLO SANDOZ;"""10 MG COMPRESSA USO ORALE"" BLISTER (ALU/ALU) 28 COMPRESSE";SANDOZ GMBH;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43743208;ARIPIPRAZOLO TEVA;"""10 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";TEVA ITALIA S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;43732039;ARIPIPRAZOLO TEVA ITALIA;"""10 MG COMPRESSE ORODISPERSIBILI"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";TEVA ITALIA S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 10 MG - USO ORALE;N05AX12;44265078;ARIPIPRAZOLO ZENTIVA;"""10 MG COMPRESSA USO ORALE BLISTER (OPA/ALU/PVC/ALU)"" 28 COMPRESSE";ZENTIVA K.S.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSA
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;44868038;ABERIPRA;"""15 MG COMPRESSA"" 28x1 COMPRESSE IN BLISTER OPA/AL/PVC/AL/PET";ECUPHARMA S.R.L.;19,50 €;24,90 €;5,40 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;36582031;ABILIFY;28 COMPRESSE DA 15 MG;OTSUKA PHARMACEUTICAL NETHERLANDS B.V.;19,50 €;42,74 €;23,24 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;36582120;ABILIFY;"""15 MG COMPRESSA ORODISPERSIBILE"" BLISTER PERFORATO A DOSE UNITARIA (ALL/ALL) 28x1";OTSUKA PHARMACEUTICAL NETHERLANDS B.V.;19,50 €;42,74 €;23,24 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;44543142;ARIPIPRAZOLO ACCORD;"""15 MG COMPRESSA USO ORALE BLISTER (ALU/ALU)"" 28X1 COMPRESSA (DOSE UNITARIA)";ACCORD HEALTHCARE SLU;19,50 €;37,74 €;18,24 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;51149060;ARIPIPRAZOLO ALTER;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PA/AL/PVC-AL";LABORATORI ALTER S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43653068;ARIPIPRAZOLO AUROBINDO;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;19,50 €;37,74 €;18,24 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43730035;ARIPIPRAZOLO DOC;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER MONODOSE OPA/AL/PVC/AL";DOC GENERICI S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43801101;ARIPIPRAZOLO EG;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC-AL";EG S.P.A.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43737220;ARIPIPRAZOLO KRKA;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";KRKA D.D.NOVO MESTO;19,50 €;66,73 €;47,23 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43733056;ARIPIPRAZOLO MYLAN ITALIA;"""15 MG COMPRESSE ORODISPERSIBILI"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";MYLAN S.P.A.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;44285082;ARIPIPRAZOLO MYLAN PHARMA;"""15 MG COMPRESSA USO ORALE BLISTER (PA/ALU/PVC/ALU)"" 28 COMPRESSE";MYLAN PHARMACEUTICALS LIMITED;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43572128;ARIPIPRAZOLO OLPHA;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";OLPHA AS;19,50 €;37,74 €;18,24 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;44407310;ARIPIPRAZOLO SANDOZ;"""15 MG COMPRESSA USO ORALE"" BLISTER (ALU/ALU) 28 COMPRESSE";SANDOZ GMBH;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43743347;ARIPIPRAZOLO TEVA;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";TEVA ITALIA S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;43732155;ARIPIPRAZOLO TEVA ITALIA;"""15 MG COMPRESSE ORODISPERSIBILI"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";TEVA ITALIA S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 15 MG - USO ORALE;N05AX12;44265128;ARIPIPRAZOLO ZENTIVA;"""15 MG COMPRESSA USO ORALE BLISTER (OPA/ALU/PVC/ALU)"" 28 COMPRESSE";ZENTIVA K.S.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSB
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;44868014;ABERIPRA;"""5 MG COMPRESSA"" 28x1 COMPRESSE IN BLISTER OPA/AL/PVC/AL/PET";ECUPHARMA S.R.L.;19,50 €;24,90 €;5,40 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;36582017;ABILIFY;28 COMPRESSE DA 5 MG;OTSUKA PHARMACEUTICAL NETHERLANDS B.V.;19,50 €;40,24 €;20,74 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;44543027;ARIPIPRAZOLO ACCORD;"""5 MG COMPRESSA USO ORALE BLISTER (ALU/ALU)"" 28X1 COMPRESSA (DOSE UNITARIA)";ACCORD HEALTHCARE SLU;19,50 €;35,24 €;15,74 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;43653029;ARIPIPRAZOLO AUROBINDO;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;19,50 €;35,24 €;15,74 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;43730011;ARIPIPRAZOLO DOC;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER MONODOSE OPA/AL/PVC/AL";DOC GENERICI S.R.L.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;43801024;ARIPIPRAZOLO EG;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";EG S.P.A.;19,50 €;19,50 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;43737028;ARIPIPRAZOLO KRKA;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";KRKA D.D.NOVO MESTO;19,50 €;62,56 €;43,06 €;In distribuzione diretta da parte delle Regioni;HSD
